baseMean	log2FoldChange	lfcSE	pvalue	padj	direction	gained_ac	gene
C430048L16Rik	135.942282277331	-0.30076269904456	0.288260549595289	0.296776497486885	0.461497516436309	un	FALSE	C430048L16Rik
Sgms2	1302.4077050096	0.157730849435502	0.151184406552095	0.296808886985772	0.461507759073939	un	FALSE	Sgms2
Tox2	19.1841038527279	0.459592700377701	0.440659188620884	0.296963883287031	0.461688401999574	un	FALSE	Tox2
Yipf3	2183.82698732772	-0.0716303749342934	0.0686812903359648	0.29697668931036	0.461688401999574	un	FALSE	Yipf3
Bank1	32.3254773420912	0.399628397893322	0.383205730544696	0.29701498750288	0.461707810401227	un	FALSE	Bank1
Anxa9	37.4875162420895	0.435799974683812	0.417993037775049	0.297133108739034	0.461816367935277	un	FALSE	Anxa9
Brwd3	209.786938686662	-0.18045585609436	0.17308356923439	0.297136462160302	0.461816367935277	un	FALSE	Brwd3
Bcdin3d	77.3192283443066	-0.230353974621891	0.220966567654872	0.297187626371866	0.461855755086211	un	TRUE	Bcdin3d
Ptgfr	18.5269951314921	0.479853283228695	0.460349149582748	0.297241035367226	0.46189862368186	un	FALSE	Ptgfr
1110021J02Rik	373.845852134488	0.233298644137887	0.223842687353629	0.297298679358782	0.461907937718136	un	FALSE	1110021J02Rik
Slc37a3	865.131771924903	-0.101525235527138	0.0974051606449824	0.297273389936459	0.461907937718136	un	FALSE	Slc37a3
Gp1ba	20.8666077384248	0.454754710095079	0.436390942082154	0.297374125858232	0.461985026934799	un	FALSE	Gp1ba
Tprn	162.924937569416	-0.186121514912537	0.178635754578228	0.297455650387855	0.462071544453463	un	FALSE	Tprn
Fbxo28	366.501734950128	0.132020072593998	0.126726857317968	0.297518931925736	0.462129710501407	un	FALSE	Fbxo28
Vkorc1	4282.10684903913	0.0781153362692968	0.0749899014842809	0.297560957049205	0.462154852186704	un	TRUE	Vkorc1
Mocs3	469.196860721529	-0.143301037042599	0.137602361564412	0.297683409729411	0.462287423778191	un	FALSE	Mocs3
Zmynd15	127.206050346614	-0.213645857257381	0.205155966369516	0.297698006657565	0.462287423778191	un	FALSE	Zmynd15
Aqp7	17.8883090579363	0.455884811484795	0.43788933759173	0.297831023717802	0.462417840706451	un	FALSE	Aqp7
Atp2c1	1619.43190553825	-0.0627173689521715	0.0602455619129796	0.297862151779388	0.462417840706451	un	FALSE	Atp2c1
Cilp2	2.03085619996858	0.259528005925131	0.249311528277941	0.297885405379611	0.462417840706451	un	FALSE	Cilp2
Pvr	256.270889876011	-0.22346053688046	0.214647628883187	0.297848834608213	0.462417840706451	un	TRUE	Pvr
Grm4	1.04846680404807	0.237293071991515	0.227965269738961	0.2979137711666	0.462421740092494	un	FALSE	Grm4
Rmrp	1.68070964562389	0.353437797306804	0.339590821828382	0.297979767071537	0.462484043200408	un	FALSE	Rmrp
Wasf3	4.26173833040685	0.427230041811077	0.410526277978926	0.298020068278121	0.46250645910824	un	FALSE	Wasf3
Clec4f	2702.88017676903	0.225871038651305	0.217101968272943	0.298158057206888	0.462640323692409	un	FALSE	Clec4f
Socs3	393.20222868191	0.3581757917883	0.344255266652537	0.298137087944389	0.462640323692409	un	FALSE	Socs3
Pak4	497.043993096419	0.150848166313111	0.145073910296322	0.298431822106071	0.462984783605619	un	FALSE	Pak4
Wfdc15a	0.798840286377401	0.233237411217584	0.224304348419425	0.298420917585612	0.462984783605619	un	FALSE	Wfdc15a
Arhgap1	484.436259464146	0.126777588947507	0.121939565670498	0.298490648594829	0.46299572810399	un	FALSE	Arhgap1
Nip7	451.30465288651	0.112277705963357	0.107988570423444	0.298470739575786	0.46299572810399	un	FALSE	Nip7
Faah	5174.47309808027	-0.109332238997329	0.105188154174703	0.298620195651577	0.463156505326405	un	FALSE	Faah
Accn1	2.89838859215614	0.340543355333723	0.32769341388012	0.298705544436217	0.463248709597345	un	FALSE	Accn1
Efhc2	4.43918178205353	0.401484511402253	0.386444766852739	0.298842769374546	0.463421343248927	un	FALSE	Efhc2
Ccdc23	155.374627006867	-0.188390849532428	0.181349500165141	0.298884965042749	0.463446595990863	un	FALSE	Ccdc23
5930416I19Rik	88.5162460140549	-0.250635136729472	0.241347605972466	0.299045726158927	0.463655674243981	un	FALSE	5930416I19Rik
Isg20l2	617.857120896359	-0.103673475159073	0.0998585742345628	0.299175538500934	0.463801754063224	un	FALSE	Isg20l2
Nudt22	304.074139114792	-0.136060461989703	0.131058220033138	0.299191805791204	0.463801754063224	un	FALSE	Nudt22
Zbtb49	70.6022886190185	-0.242044369032487	0.233169337411426	0.299240911153332	0.463837675438815	un	FALSE	Zbtb49
1700025E21Rik	6.42756297606727	0.464089439288497	0.447113421213238	0.299284936921026	0.463865717657667	un	FALSE	1700025E21Rik
1810030N24Rik	333.155929712839	0.130056985284691	0.125331294389061	0.299407139838898	0.46401491232636	un	FALSE	1810030N24Rik
Fabp12	2.04810641606507	-0.350572629709212	0.337882824363362	0.29947642833772	0.464082082589539	un	FALSE	Fabp12
Dock8	1206.4867851071	0.107811644247972	0.103923721560762	0.29954420904589	0.464146904876964	un	FALSE	Dock8
Acsl3	356.256297471817	-0.325653423636006	0.314010815117479	0.299699929406391	0.464265025027627	un	FALSE	Acsl3
Fgf11	16.0146129064312	0.483120904084475	0.465872052356705	0.299724267247792	0.464265025027627	un	FALSE	Fgf11
Mkln1	2148.09673038021	-0.0607191953136276	0.0585437059617047	0.299661254656599	0.464265025027627	un	TRUE	Mkln1
Satb1	21.6380484763797	0.395534995175157	0.381395709117006	0.29970207803993	0.464265025027627	un	FALSE	Satb1
2410141K09Rik	0.858410953212794	0.234697650482735	0.226427742054591	0.299958033763163	0.46458688880221	un	FALSE	2410141K09Rik
Rragb	5.50045037288185	0.464401949343834	0.448068537678932	0.29999088736012	0.464597541893073	un	FALSE	Rragb
Foxd2	6.73500307137346	0.457101007898139	0.441109883303942	0.300084583428619	0.464702412052319	un	FALSE	Foxd2
Cd226	13.0070160295916	0.485433886072936	0.468514527509695	0.300149534153964	0.464722521457566	un	FALSE	Cd226
Gpr173	3.53684817328879	0.372931470503402	0.359922405195858	0.300134928894968	0.464722521457566	un	FALSE	Gpr173
7530416G11Rik	3.08551739631081	0.369827170625058	0.357000886361856	0.300235790671337	0.464815835882241	un	FALSE	7530416G11Rik
2310001K24Rik	8.32487233507199	0.487412039154467	0.470584405385606	0.30031458359662	0.464897580250056	un	FALSE	2310001K24Rik
Gtf2h3	441.249626612168	0.112520908821366	0.108655064071423	0.300398566480964	0.464987344013719	un	FALSE	Gtf2h3
Lrtm2	7.40657482450684	0.447764584690359	0.43247276358941	0.30050126765146	0.465106063794913	un	FALSE	Lrtm2
A430035B10Rik	79.3869894610177	0.313954330290358	0.303288548727514	0.300590876141692	0.465124008190182	un	FALSE	A430035B10Rik
Cacna1e	9.0069813021866	0.481399793098654	0.465022173629131	0.300566643970142	0.465124008190182	un	FALSE	Cacna1e
Pip4k2a	174.927051679152	0.27840973770796	0.268934980540358	0.300561202915952	0.465124008190182	un	FALSE	Pip4k2a
Alg14	424.465434134679	0.140339353796491	0.135588624447257	0.300651250823856	0.465155654757537	un	TRUE	Alg14
Gm1965	3.08551739631081	0.369567204163185	0.357065647933058	0.300663341420769	0.465155654757537	un	FALSE	Gm1965
Gal3st3	24.7191224666741	0.395609478949345	0.382357794966195	0.300828745557452	0.465290811400951	un	FALSE	Gal3st3
Slc30a4	436.057865165067	-0.121705264108774	0.117622813939639	0.300805308585326	0.465290811400951	un	FALSE	Slc30a4
Vgll2	1.04846680404807	0.235864781461716	0.22795759721167	0.300815070022488	0.465290811400951	un	FALSE	Vgll2
Angptl2	417.294785068774	0.280028431412833	0.270674570222165	0.300875567912829	0.465322992450399	un	FALSE	Angptl2
Lrriq3	52.710962370647	0.302920977939721	0.292852608396699	0.300958395946938	0.465410848167641	un	TRUE	Lrriq3
Klhl38	11.717180277084	0.485142205178684	0.469141846684992	0.301086804243316	0.465569169248374	un	FALSE	Klhl38
Hdgfrp3	43.2345623946961	0.334798786132274	0.323911684992515	0.301317902545966	0.465886238324442	un	FALSE	Hdgfrp3
Itgav	722.255748023684	0.108771821713367	0.105254946453684	0.301410702068263	0.46598943877543	un	FALSE	Itgav
Snph	3.15442636837187	0.40508339308334	0.392110268077031	0.301563935242222	0.466186045440137	un	FALSE	Snph
2810422O20Rik	74.8201476725809	-0.270184704113469	0.261593891719861	0.301678657747762	0.466323089834627	un	FALSE	2810422O20Rik
Thap11	663.811140707456	-0.0910415633013827	0.0882005753934708	0.301973499878386	0.466738508367163	un	FALSE	Thap11
Chst8	8.89293410877984	0.481286631991785	0.466339438270009	0.302047675792183	0.466812816833923	un	FALSE	Chst8
Rnf113a1	33.4814448078708	0.326401684870326	0.316374820762119	0.302215962250461	0.467032547158436	un	FALSE	Rnf113a1
Arfip1	835.097335264991	-0.110452412007294	0.10710202529892	0.302408504215424	0.467240417422519	un	FALSE	Arfip1
Gm9733	3.21292810975314	0.368843579584983	0.357632900203967	0.302378176633681	0.467240417422519	un	FALSE	Gm9733
Tti2	314.010904893288	-0.157603053114137	0.152828861170365	0.302428844487337	0.467240417422519	un	FALSE	Tti2
Bfsp1	7.38462459295144	0.47714135594753	0.462923949273992	0.302675808239255	0.467581577661713	un	FALSE	Bfsp1
Aoc3	13.002828337785	0.474611361965278	0.46069993437549	0.302917872216664	0.467834667170079	un	FALSE	Aoc3
Mir874	0.11588751525191	0.286309988256815	0.277918035063964	0.302918108045213	0.467834667170079	un	FALSE	Mir874
Tspo2	0.97876304552053	0.233166799736195	0.226319447529879	0.302890198413637	0.467834667170079	un	FALSE	Tspo2
4930433N12Rik	11.0553383961037	0.483931232220474	0.469828112581224	0.303001736446397	0.467923420659666	un	FALSE	4930433N12Rik
Cdh23	3.5578747552123	0.412903876469932	0.400949775278216	0.303097111301544	0.468021709046888	un	FALSE	Cdh23
Nfxl1	493.518011760908	0.148179429881935	0.143903363318197	0.303143883445611	0.468021709046888	un	FALSE	Nfxl1
Stt3b	4137.23180983171	-0.0924964227682459	0.0898230512004729	0.303121440261161	0.468021709046888	un	FALSE	Stt3b
Prop1	0.97876304552053	0.232463910088046	0.225832648920985	0.303308843846434	0.468235972815235	un	FALSE	Prop1
Cyp3a57	34.1546286406491	0.40350721390813	0.392019648186471	0.303337057606768	0.468239113865077	un	FALSE	Cyp3a57
Zfp784	115.258139692898	-0.195170180226251	0.189649141845227	0.303427115833063	0.468337710889728	un	FALSE	Zfp784
Krtcap3	37.5015813607564	0.353195898497931	0.343231452017709	0.303464978895494	0.468355734966331	un	FALSE	Krtcap3
LOC545261	27.3217621187432	0.413707502839598	0.402092716681029	0.303533322734468	0.468420794687549	un	FALSE	LOC545261
Acta2	198.301815884705	0.382248205353994	0.37156394896737	0.303594899766569	0.468431725734881	un	FALSE	Acta2
Dusp9	8.65850987369836	0.481154109565162	0.467736665547789	0.303627300991478	0.468431725734881	un	FALSE	Dusp9
Fam178a	623.153448676158	0.108640288522411	0.105614651638123	0.303645165390261	0.468431725734881	un	FALSE	Fam178a
Myl3	48.4155033782209	-0.273991013700131	0.266341112163454	0.303610236851383	0.468431725734881	un	FALSE	Myl3
Apold1	28.8058370567582	0.388285687511347	0.377624090211155	0.303840069053464	0.468654758366384	un	FALSE	Apold1
Inpp5b	1502.36644172931	-0.0669661074236273	0.0651276230027246	0.30384214346509	0.468654758366384	un	FALSE	Inpp5b
Prss1	1.56035307619168	-0.334208020239861	0.325054080500428	0.30387396763329	0.468663428911703	un	FALSE	Prss1
Abcc2	20742.5093383532	0.113044710653214	0.109983074017058	0.304026346718025	0.468786920001195	un	FALSE	Abcc2
Bex4	13.5354315724885	0.477692818974265	0.4647613407349	0.304032666443803	0.468786920001195	un	FALSE	Bex4
Trmt112	1011.74137807242	0.0856559999798383	0.083333009139334	0.304008161029322	0.468786920001195	un	FALSE	Trmt112
2810442N19Rik	8.55455468394048	0.475995428746903	0.463402531065398	0.304338134959509	0.469113164647249	un	FALSE	2810442N19Rik
4930471I20Rik	10.6833984657146	0.481005708994337	0.468249009383592	0.304305862084222	0.469113164647249	un	FALSE	4930471I20Rik
Anxa1	114.484060506008	0.311849216287649	0.303629870431451	0.304387371574293	0.469113164647249	un	FALSE	Anxa1
Atxn3	721.143369350682	-0.0969342448856039	0.0943597364625642	0.304286767283864	0.469113164647249	un	TRUE	Atxn3
Ddr1	77.3012475794438	0.335847004555246	0.327005540404966	0.304402731828452	0.469113164647249	un	FALSE	Ddr1
Prss22	0.97876304552053	0.231721129553377	0.225597943982782	0.304353591368788	0.469113164647249	un	FALSE	Prss22
Sstr3	2.28148030448705	-0.321118405880944	0.312680924552016	0.304427848711876	0.469113164647249	un	FALSE	Sstr3
Nek11	2.7461645377687	0.363742013526328	0.354247307104211	0.304513481296753	0.469204697318549	un	FALSE	Nek11
Ccr4	7.07322469162796	0.469197876355019	0.457060796612111	0.304630227677316	0.469323160848878	un	FALSE	Ccr4
Zfp825	848.822833059092	-0.0968407770664948	0.0943381878311528	0.304642843422536	0.469323160848878	un	FALSE	Zfp825
Tsc22d4	432.895593862081	0.218717689517085	0.213083919783667	0.304684605601738	0.469347072241209	un	FALSE	Tsc22d4
Dtx1	34.3029522529011	-0.401441588271097	0.391333247492307	0.304971478006051	0.469708073333009	un	FALSE	Dtx1
Slit3	19.5056655604521	0.442274461982514	0.431134587760875	0.304967711828626	0.469708073333009	un	FALSE	Slit3
Snora34	3.20022776061192	0.481600460652466	0.469612853347809	0.305114793136404	0.469888340798839	un	FALSE	Snora34
Cand1	1896.0720966607	0.0613088214691081	0.0597922836397115	0.305191733443753	0.469925907745779	un	FALSE	Cand1
Eya4	17.0267355179408	0.453125265604926	0.441899282905508	0.305172630066341	0.469925907745779	un	FALSE	Eya4
Tcf4	375.781414083997	0.124747632227608	0.121684758750093	0.305282716915938	0.470025537983858	un	FALSE	Tcf4
Hist1h3h	1.16286004853744	0.237364837426213	0.231577023170882	0.305366470800785	0.470073560267048	un	FALSE	Hist1h3h
Pacs2	811.654317110225	-0.117596541473984	0.114728324459511	0.305363151050741	0.470073560267048	un	FALSE	Pacs2
Rho	0.858410953212794	0.230215960705995	0.224640722566049	0.305448851611418	0.470159910492411	un	FALSE	Rho
Rxfp3	0.858410953212794	0.230869264848172	0.225343521650425	0.305589058709073	0.470335246886712	un	FALSE	Rxfp3
Rtn4rl2	26.3274673550456	0.449250798382071	0.438616554784327	0.305719584706391	0.470495654109319	un	FALSE	Rtn4rl2
Mettl7a2	6.92648243965901	0.462000720319481	0.451146662648041	0.305807491965904	0.47059045008192	un	FALSE	Mettl7a2
Cadps	0.798840286377401	0.227951816432469	0.222675493779672	0.305979300847996	0.470814330262153	un	FALSE	Cadps
Zmiz2	1768.56806250912	0.0928257183820853	0.0907076819679756	0.306142328242804	0.471024660898992	un	FALSE	Zmiz2
Trappc6b	1025.59780204197	-0.087332080538987	0.0853797035012884	0.306370737745783	0.471335542346558	un	FALSE	Trappc6b
Barhl2	1.32000879543759	-0.319861380422716	0.31274227556758	0.306419685506927	0.471370301451527	un	FALSE	Barhl2
Nme5	4.19305888641991	0.394798486300313	0.386121761025904	0.306557807005398	0.471542220166715	un	FALSE	Nme5
Gatm	266.894880582996	-0.217406765359001	0.212675417616544	0.306664104995721	0.471665163122665	un	FALSE	Gatm
F3	100.233923628718	-0.241502451034692	0.236306128124589	0.306785731235371	0.471771093532442	un	TRUE	F3
Pcdhga6	10.9304620221927	0.480951842163293	0.47058081184628	0.306762542985544	0.471771093532442	un	FALSE	Pcdhga6
Chia	1.78737347156618	0.320589703551252	0.313793440714892	0.306942608236591	0.471931186359466	un	FALSE	Chia
Zmpste24	2633.59228506576	-0.0824327639431556	0.0806830271837613	0.306929277439361	0.471931186359466	un	FALSE	Zmpste24
Gm16517	1035.09051641013	0.103383577608286	0.101205964290502	0.307009724721415	0.471993805773356	un	FALSE	Gm16517
2010109K11Rik	173.386747893656	-0.157085117509376	0.153878776367175	0.307331766524701	0.472448300477938	un	FALSE	2010109K11Rik
9130221H12Rik	39.0533990211927	0.316685722187612	0.310266406205486	0.307401480388941	0.472514857187744	un	FALSE	9130221H12Rik
Lrrc38	0.97876304552053	0.230192496766999	0.225641648003649	0.307648564262399	0.47285401911122	un	FALSE	Lrrc38
Arx	1.04846680404807	0.232473227244088	0.227921899444655	0.307743255988357	0.472958917048269	un	FALSE	Arx
Qars	1901.62726165386	-0.0624382338932445	0.0612194803434385	0.307772125015623	0.472962645246965	un	FALSE	Qars
Gm8709	5.55724430933604	0.424185165477297	0.415955333190108	0.307830260735653	0.473011343944836	un	FALSE	Gm8709
Sdhaf1	432.169012986532	-0.175401627040047	0.17202016201005	0.30789098326429	0.473023374563228	un	FALSE	Sdhaf1
Six1	1.53497813089103	-0.331859153273334	0.325444979863496	0.307866523653642	0.473023374563228	un	FALSE	Six1
Sowaha	13.834878603611	0.467541450785845	0.458634385514694	0.308003216299551	0.473155159901552	un	FALSE	Sowaha
Tfap2e	1.10100236943107	0.233773072483386	0.229415078669424	0.308204813829295	0.473424192730228	un	FALSE	Tfap2e
Ugt1a6b	1332.80631773527	0.133776888177392	0.131306809359789	0.308292462259797	0.473518160582115	un	FALSE	Ugt1a6b
Hgf	437.35270176445	0.309561797403111	0.303889791560958	0.308362185911815	0.473584583309181	un	FALSE	Hgf
Lsm10	276.694268125086	-0.163436234670289	0.160454301437437	0.308400353948288	0.473602535478585	un	FALSE	Lsm10
Bmp7	99.7357673122377	0.277554419716606	0.272537015917724	0.308483156492275	0.473672241368164	un	FALSE	Bmp7
Gip	0.858410953212794	0.229057036919419	0.224941966773991	0.308538297370034	0.473672241368164	un	FALSE	Gip
Ms4a8a	36.4831035715094	0.447875030688146	0.439841001217125	0.308551676405036	0.473672241368164	un	FALSE	Ms4a8a
Trim26	938.594390825643	0.127122423812825	0.12483568012198	0.308526842850327	0.473672241368164	un	FALSE	Trim26
Itgb6	10.0601545435142	0.478991613831227	0.470609054236407	0.308767236303865	0.473962477560156	un	FALSE	Itgb6
Zfp867	132.225977643054	-0.239536242110666	0.235480677979776	0.309047598475704	0.47435212789294	un	FALSE	Zfp867
Zfp277	860.139990030167	0.108910411345853	0.10708061690576	0.309111564531445	0.474409596980387	un	FALSE	Zfp277
Tubb1	9.69514978448174	0.467902679906827	0.460085258209329	0.309157593950919	0.474439530279377	un	FALSE	Tubb1
9030624J02Rik	801.154699980198	0.106493376979276	0.104741491921797	0.309283889571097	0.474511206799506	un	FALSE	9030624J02Rik
Zfhx2	461.159961237474	-0.20766077350208	0.204239854942658	0.309272604013868	0.474511206799506	un	FALSE	Zfhx2
Zfp324	172.291504000391	0.219134561821392	0.215524970403432	0.309273370904741	0.474511206799506	un	FALSE	Zfp324
4930412F15Rik	0.858410953212794	0.228655130066183	0.224934672855853	0.309372229791679	0.474524629281705	un	FALSE	4930412F15Rik
Hils1	0.917172186971983	0.229308410701747	0.225564912723621	0.309345609983094	0.474524629281705	un	FALSE	Hils1
Mthfs	508.51882256306	0.10002721848665	0.0983983565258026	0.309365764701742	0.474524629281705	un	FALSE	Mthfs
Arhgap15	30.0120901932239	0.405277904603668	0.398727804576001	0.309425856840556	0.47453297460661	un	FALSE	Arhgap15
Rabggta	1087.22830239946	0.137095045307591	0.134880674968728	0.309430732575025	0.47453297460661	un	FALSE	Rabggta
Repin1	1553.79680610458	-0.0896875727793658	0.0882569007677309	0.309529246260736	0.474643355505789	un	FALSE	Repin1
Tbx4	6.18044829266197	0.4598799063593	0.452598778123151	0.309587778434329	0.474692413637069	un	FALSE	Tbx4
Cxcl17	4.68220063428765	0.391720960249599	0.385718586667871	0.309838229306209	0.475035707986529	un	FALSE	Cxcl17
Zfp59	95.0683012166186	0.238311496814998	0.234715988013509	0.309954004312193	0.475172479740111	un	FALSE	Zfp59
D6Ertd527e	0.858410953212794	0.228342703343855	0.224928713265838	0.310020938859401	0.475234359996508	un	FALSE	D6Ertd527e
Depdc1a	6.68525425212441	0.42824849630199	0.421904334644957	0.310088206187073	0.47529673972594	un	FALSE	Depdc1a
Myst1	576.487071240864	0.0973418803922474	0.095914909804616	0.31016424209878	0.475372547915919	un	FALSE	Myst1
Matn2	62.2813307723124	0.360362368683716	0.355101766566938	0.3101943316668	0.475377929585501	un	FALSE	Matn2
Crlf1	4.27360169536032	0.381558332598578	0.376094828749032	0.310331385250578	0.475465749236923	un	FALSE	Crlf1
Fam195b	705.255504551185	-0.101163299882333	0.0997142681294599	0.310329044557581	0.475465749236923	un	FALSE	Fam195b
Myl9	123.565951126307	0.321266824543235	0.316643699928844	0.310296348702498	0.475465749236923	un	FALSE	Myl9
Hic1	114.345092194769	0.281331115445834	0.277343411632886	0.3104023142406	0.475533686724401	un	FALSE	Hic1
Slc30a7	715.940550724698	0.0952382536783241	0.0938941743394685	0.310432548885464	0.475539274525986	un	FALSE	Slc30a7
Wnt2b	49.2165884751641	-0.38476050308221	0.379362470128196	0.310473387710998	0.475561104101987	un	FALSE	Wnt2b
Pnp2	23.398508805825	0.432345497516991	0.426322070405806	0.310521288457585	0.475593745962696	un	FALSE	Pnp2
Lpar2	22.4646900238536	0.429233215743649	0.42328040478125	0.310552445303823	0.475600739507165	un	FALSE	Lpar2
Dlx1as	0.858410953212794	0.228037862540403	0.224922681025627	0.310654327687933	0.475711722687238	un	FALSE	Dlx1as
Ptger2	42.616600483099	0.276368757162045	0.272606734136379	0.310678107609841	0.475711722687238	un	FALSE	Ptger2
Ep400	1263.43511247142	-0.0839248869018911	0.0828105729733112	0.310842316912926	0.475778228838223	un	FALSE	Ep400
Gpbar1	1.16286004853744	0.234441620253193	0.231333785242691	0.310852706083683	0.475778228838223	un	FALSE	Gpbar1
Pbld2	6282.73709596145	0.0765762694032808	0.0755643084172548	0.310872935277374	0.475778228838223	un	FALSE	Pbld2
Pole3	348.105516013322	-0.134331857436513	0.132523866661815	0.310753248121206	0.475778228838223	un	FALSE	Pole3
Smtnl2	45.7984329682611	-0.315144031646197	0.310984656844077	0.310881145053802	0.475778228838223	un	FALSE	Smtnl2
Suox	5129.36990984928	0.0833979304773726	0.0822843748941457	0.310805635306942	0.475778228838223	un	FALSE	Suox
Meig1	10.4347566155535	-0.470893593529862	0.464711648736329	0.310915572434789	0.475790206071923	un	FALSE	Meig1
Fa2h	7.52119417985269	0.467045165566568	0.460970759189714	0.310975422667513	0.4758410821996	un	FALSE	Fa2h
Dpy30	424.664355432347	0.106697997239675	0.105321312066989	0.311026111540671	0.475877932507822	un	FALSE	Dpy30
Kdm2b	318.526199207452	-0.173321943306592	0.171131651169579	0.311156239510656	0.476036309972423	un	FALSE	Kdm2b
Zfp72	59.390212462707	-0.277340565809954	0.27388354629887	0.311240640305979	0.476124708562499	un	FALSE	Zfp72
Hsbp1l1	24.7080229221124	0.4221201946662	0.416887107836028	0.311273830299021	0.476134758293705	un	FALSE	Hsbp1l1
Ppme1	867.462708528828	0.0864699031789386	0.0854038849001689	0.311307609736638	0.476145707862964	un	FALSE	Ppme1
Pus7	414.592451223908	0.116652183955205	0.115256951338448	0.311487656105842	0.47638035204011	un	FALSE	Pus7
Mfi2	5.75950021389463	0.409098018711659	0.40430478780193	0.311607154226265	0.476522363243073	un	FALSE	Mfi2
Mir290	0.617723570447222	-0.452336143987577	0.447111391490266	0.311688416046231	0.47660588265392	un	FALSE	Mir290
Cngb3	5.05073380098147	0.387046321338606	0.382693226983032	0.311837033334002	0.476792372902373	un	FALSE	Cngb3
1700020I14Rik	654.196677809574	-0.200723727880316	0.198586732974253	0.312130825980453	0.476848484189454	un	FALSE	1700020I14Rik
4930432K21Rik	8.21073222722725	0.471310892911772	0.466311824732265	0.312150250987061	0.476848484189454	un	FALSE	4930432K21Rik
A630066F11Rik	34.0041427700022	-0.405275123451873	0.400844936476484	0.311991484103648	0.476848484189454	un	FALSE	A630066F11Rik
Cenpb	6345.82149303082	-0.0732160736705968	0.072430554972233	0.3120905597824	0.476848484189454	un	TRUE	Cenpb
Coq7	725.426984331474	-0.137672778471566	0.136152504458953	0.311937002873994	0.476848484189454	un	FALSE	Coq7
Flt1	294.518265541539	0.303697326942866	0.300450439138504	0.312108939748131	0.476848484189454	un	FALSE	Flt1
Hoxd4	0.858410953212794	0.227369050944782	0.224908660460153	0.312045382416941	0.476848484189454	un	FALSE	Hoxd4
Sez6l2	26.8904631931897	0.418262848475453	0.413760320244635	0.312072923511015	0.476848484189454	un	FALSE	Sez6l2
Tsta3	958.321970601709	-0.0957218195857018	0.0947091474302191	0.312163655113591	0.476848484189454	un	TRUE	Tsta3
Zc3h11a	3031.00869306411	0.0930512246822314	0.0920294223369945	0.311967136394234	0.476848484189454	un	FALSE	Zc3h11a
Zfp947	121.620037698481	0.209672338944095	0.207455579897782	0.312166996610439	0.476848484189454	un	FALSE	Zfp947
C1rl	5635.86231338587	0.0750129076464997	0.0742249362466738	0.312200258273924	0.476858566992947	un	FALSE	C1rl
Haus7	272.334768260725	-0.123972289671914	0.122680784224614	0.312242695393698	0.476863180521546	un	FALSE	Haus7
Mapk8ip1	85.8197646678722	-0.293456594667903	0.29040779905596	0.312256601267379	0.476863180521546	un	FALSE	Mapk8ip1
Acvr1c	4.80195857156849	-0.445297348255667	0.440813775890324	0.312413310385119	0.477021040596571	un	FALSE	Acvr1c
Gm15401	154.310202661341	0.243232477281339	0.240780307519481	0.312407017877442	0.477021040596571	un	FALSE	Gm15401
4932425I24Rik	5.20015287793885	0.425795063670758	0.421580174183051	0.312496326769229	0.477097760545899	un	FALSE	4932425I24Rik
Dffb	90.7226954348527	-0.29740224453524	0.294470821223016	0.312516904984667	0.477097760545899	un	FALSE	Dffb
Npl	24.4407541659603	0.43539468248874	0.431309013541561	0.312747978950624	0.477409776522221	un	FALSE	Npl
5430405G05Rik	1.16286004853744	0.233445712771193	0.231311240621425	0.312865442044738	0.477548327053438	un	FALSE	5430405G05Rik
Cyp2c54	7132.29328373253	-0.314309962114335	0.311523291895326	0.313000866859109	0.477714267825072	un	FALSE	Cyp2c54
Phldb2	1538.05899403556	0.106950655130278	0.106043453196683	0.313188097043737	0.477959240932106	un	FALSE	Phldb2
Fabp6	0.917172186971985	0.232570745081668	0.230612851781759	0.313219306440532	0.477966087790747	un	FALSE	Fabp6
Hs3st6	58.6787453786928	-0.311834414638488	0.309268359233906	0.313311816150127	0.478066468491825	un	FALSE	Hs3st6
Bax	661.79146603421	0.188747381339954	0.187236899737637	0.313422192148218	0.478087395598913	un	FALSE	Bax
Fscn3	0.858410953212794	0.22667745359262	0.224893040488001	0.313485909403111	0.478087395598913	un	FALSE	Fscn3
Kcnmb3	4.75083616783061	0.434420185982998	0.430944429834726	0.313423047814788	0.478087395598913	un	FALSE	Kcnmb3
Nol6	1136.24168051772	0.132947931268834	0.131888826097679	0.313439922408315	0.478087395598913	un	FALSE	Nol6
Por	29235.2604944095	0.0782735667490435	0.0776459903540853	0.313414841548188	0.478087395598913	un	TRUE	Por
Zfp94	64.3205238239743	0.240418865563869	0.238525603551406	0.313484537930607	0.478087395598913	un	FALSE	Zfp94
Aloxe3	8.30782856849157	0.453303120605026	0.449887783782556	0.313650596564896	0.478294463842663	un	FALSE	Aloxe3
Lix1l	165.218337663556	-0.170713984064918	0.169436371280516	0.313675168336936	0.478294463842663	un	FALSE	Lix1l
Pdlim4	33.2991540105977	0.440719549073472	0.437487340625016	0.313748298625011	0.478365192158123	un	FALSE	Pdlim4
Hirip3	143.508105962641	0.23370305068244	0.23200796317304	0.313787670048689	0.47838444139881	un	FALSE	Hirip3
Tac4	0.917172186971983	0.227943134355987	0.226356470832886	0.313930171072526	0.478520115885734	un	FALSE	Tac4
Zbtb39	425.397041466184	0.109987416256654	0.109219171205766	0.31391844707168	0.478520115885734	un	FALSE	Zbtb39
